iter	Passed	Remaining
401	11413	16977
402	11438	16944
403	11464	16913
404	11490	16880
405	11515	16848
406	11542	16816
407	11567	16784
408	11592	16751
409	11617	16717
410	11641	16682
411	11665	16649
412	11690	16616
413	11715	16582
414	11741	16551
415	11766	16517
416	11790	16484
417	11815	16450
418	11840	16418
419	11864	16383
420	11889	16351
421	11913	16317
422	11939	16286
423	11964	16253
424	11989	16221
425	12014	16188
426	12038	16154
427	12062	16121
428	12088	16089
429	12112	16055
430	12136	16022
431	12161	15990
432	12186	15957
433	12210	15924
434	12235	15892
435	12260	15859
436	12283	15825
437	12306	15790
438	12333	15760
439	12358	15728
440	12384	15697
441	12408	15665
442	12434	15634
443	12458	15600
444	12481	15567
445	12507	15535
446	12534	15506
447	12558	15474
448	12583	15441
449	12608	15409
450	12632	15376
451	12656	15344
452	12680	15311
453	12705	15280
454	12731	15249
455	12756	15218
456	12781	15186
457	12807	15156
458	12833	15125
459	12859	15095
460	12883	15063
461	12908	15031
462	12933	15000
463	12957	14968
464	12982	14936
465	13009	14907
466	13034	14876
467	13058	14844
468	13084	14813
469	13108	14782
470	13133	14750
471	13157	14718
472	13183	14688
473	13208	14657
474	13234	14627
475	13258	14595
476	13284	14566
477	13310	14535
478	13335	14504
479	13359	14473
480	13384	14441
481	13408	14409
482	13433	14378
483	13457	14347
484	13482	14316
485	13507	14285
486	13535	14257
487	13558	14225
488	13583	14194
489	13606	14162
490	13631	14131
491	13655	14099
492	13679	14068
493	13704	14036
494	13728	14005
495	13753	13974
496	13777	13944
497	13801	13912
498	13826	13881
499	13851	13851
500	13875	13819
501	13898	13788
502	13927	13760
503	13950	13729
504	13976	13699
505	14008	13676
506	14035	13648
507	14065	13622
508	14093	13594
509	14118	13564
510	14145	13536
511	14169	13505
512	14195	13475
513	14223	13448
514	14248	13418
515	14273	13388
516	14297	13356
517	14323	13328
518	14348	13298
519	14373	13267
520	14398	13237
521	14423	13207
522	14448	13177
523	14473	13147
524	14497	13116
525	14522	13086
526	14545	13055
527	14574	13028
528	14600	12999
529	14626	12970
530	14653	12942
531	14677	12912
532	14702	12881
533	14727	12852
534	14754	12823
535	14779	12794
536	14805	12765
537	14831	12736
538	14856	12706
539	14881	12676
540	14905	12645
541	14929	12615
542	14954	12586
543	14978	12555
544	15004	12526
545	15029	12497
546	15053	12466
547	15078	12436
548	15103	12407
549	15128	12378
550	15153	12347
551	15176	12317
552	15200	12287
553	15225	12257
554	15251	12228
555	15275	12198
556	15299	12168
557	15323	12138
558	15348	12108
559	15372	12078
560	15398	12049
561	15421	12018
562	15445	11989
563	15471	11960
564	15495	11930
565	15519	11900
566	15544	11871
567	15569	11841
568	15594	11812
569	15617	11781
570	15642	11752
571	15666	11722
572	15690	11692
573	15714	11662
574	15738	11632
575	15761	11602
576	15787	11573
577	15811	11544
578	15834	11513
579	15859	11484
580	15884	11455
581	15909	11426
582	15932	11396
583	15957	11366
584	15980	11336
585	16005	11307
586	16029	11277
587	16055	11250
588	16082	11222
589	16107	11193
590	16131	11163
591	16156	11134
592	16180	11105
593	16204	11075
594	16231	11048
595	16255	11018
596	16280	10989
597	16304	10960
598	16328	10931
599	16354	10902
600	16376	10872
601	16400	10843
602	16425	10813
603	16448	10784
604	16473	10755
605	16498	10726
606	16523	10697
607	16547	10668
608	16572	10640
609	16596	10610
610	16621	10582
611	16645	10553
612	16670	10524
613	16693	10494
614	16716	10464
615	16740	10435
616	16764	10406
617	16788	10377
618	16812	10348
619	16837	10319
620	16865	10293
621	16890	10264
622	16916	10236
623	16940	10207
624	16964	10178
625	16990	10150
626	17014	10121
627	17038	10092
628	17063	10064
629	17087	10035
630	17113	10007
631	17138	9979
632	17163	9951
633	17187	9922
634	17212	9893
635	17237	9865
636	17263	9837
637	17287	9809
638	17312	9780
639	17337	9752
640	17362	9723
641	17387	9695
642	17411	9667
643	17437	9639
644	17461	9610
645	17486	9582
646	17510	9553
647	17534	9525
648	17560	9497
649	17585	9469
650	17610	9441
651	17637	9414
652	17663	9386
653	17687	9357
654	17710	9328
655	17735	9300
656	17759	9271
657	17784	9243
658	17808	9215
659	17832	9186
660	17857	9158
661	17882	9130
662	17906	9101
663	17930	9073
664	17955	9045
665	17980	9017
666	18006	8989
667	18033	8962
668	18058	8934
669	18083	8906
670	18107	8878
671	18132	8850
672	18156	8822
673	18184	8795
674	18209	8767
675	18233	8739
676	18258	8711
677	18285	8684
678	18310	8656
679	18334	8628
680	18360	8600
681	18384	8572
682	18409	8544
683	18434	8516
684	18458	8488
685	18482	8459
686	18508	8432
687	18534	8405
688	18562	8378
689	18588	8351
690	18612	8323
691	18636	8294
692	18660	8266
693	18684	8238
694	18708	8210
695	18733	8182
696	18757	8154
697	18782	8126
698	18807	8098
699	18831	8070
700	18856	8043
701	18882	8015
702	18907	7987
703	18932	7960
704	18958	7933
705	18982	7904
706	19006	7876
707	19030	7848
708	19054	7820
709	19078	7792
710	19102	7764
711	19127	7737
712	19152	7709
713	19177	7681
714	19201	7653
715	19230	7627
716	19257	7600
717	19281	7573
718	19305	7545
719	19330	7517
720	19356	7490
721	19384	7464
722	19414	7438
723	19443	7412
724	19471	7385
725	19497	7358
726	19522	7330
727	19545	7302
728	19570	7275
729	19595	7247
730	19621	7220
731	19645	7192
732	19671	7165
733	19696	7138
734	19724	7111
735	19751	7084
736	19775	7057
737	19800	7029
738	19824	7001
739	19850	6974
740	19873	6946
741	19900	6919
742	19924	6891
743	19949	6864
744	19973	6836
745	19998	6809
746	20022	6781
747	20047	6753
748	20072	6726
749	20096	6698
750	20122	6671
751	20147	6644
752	20170	6616
753	20195	6588
754	20221	6561
755	20245	6534
756	20269	6506
757	20293	6479
758	20318	6451
759	20344	6424
760	20369	6397
761	20395	6370
762	20419	6342
763	20444	6315
764	20470	6288
765	20495	6260
766	20520	6233
767	20544	6206
768	20569	6178
769	20595	6151
770	20619	6124
771	20644	6097
772	20667	6069
773	20691	6041
774	20716	6014
775	20741	5987
776	20766	5960
777	20791	5932
778	20816	5905
779	20841	5878
780	20865	5850
781	20890	5823
782	20914	5796
783	20938	5768
784	20963	5741
785	20987	5714
786	21012	5687
787	21036	5659
788	21061	5632
789	21085	5605
790	21111	5578
791	21135	5550
792	21160	5523
793	21185	5496
794	21210	5469
795	21235	5442
796	21259	5414
797	21285	5388
798	21310	5361
799	21334	5333
800	21358	5306
801	21383	5279
802	21407	5252
803	21433	5225
804	21457	5197
805	21482	5170
806	21507	5143
807	21531	5116
808	21556	5089
809	21578	5061
810	21602	5034
811	21628	5007
812	21653	4980
813	21677	4953
814	21702	4926
815	21726	4899
816	21751	4872
817	21777	4845
818	21800	4817
819	21824	4790
820	21850	4763
821	21874	4736
822	21899	4709
823	21923	4682
824	21948	4655
825	21974	4628
826	21998	4601
827	22024	4575
828	22048	4547
829	22074	4521
830	22099	4494
831	22123	4467
832	22147	4440
833	22176	4413
834	22200	4386
835	22226	4360
836	22250	4333
837	22273	4305
838	22296	4278
839	22322	4251
840	22348	4225
841	22372	4198
842	22396	4171
843	22419	4143
844	22444	4117
845	22470	4090
846	22494	4063
847	22519	4036
848	22544	4009
849	22570	3982
850	22594	3956
851	22618	3929
852	22643	3902
853	22667	3875
854	22692	3848
855	22716	3821
856	22741	3794
857	22765	3767
858	22789	3740
859	22812	3713
860	22837	3686
861	22861	3659
862	22885	3633
863	22909	3606
864	22935	3579
865	22960	3552
866	22986	3526
867	23011	3499
868	23036	3472
869	23061	3445
870	23086	3419
871	23109	3392
872	23134	3365
873	23158	3338
874	23182	3311
875	23205	3284
876	23231	3258
877	23258	3231
878	23282	3204
879	23305	3178
880	23331	3151
881	23355	3124
882	23382	3098
883	23405	3071
884	23429	3044
885	23453	3017
886	23477	2990
887	23502	2964
888	23526	2937
889	23551	2910
890	23575	2884
891	23598	2857
892	23622	2830
893	23647	2803
894	23670	2777
895	23694	2750
896	23718	2723
897	23744	2697
898	23770	2670
899	23793	2643
900	23818	2617
901	23842	2590
902	23866	2563
903	23891	2537
904	23915	2510
905	23939	2483
906	23963	2457
907	23990	2430
908	24014	2404
909	24039	2377
910	24064	2350
911	24088	2324
912	24112	2297
913	24138	2271
914	24164	2244
915	24190	2218
916	24214	2191
917	24239	2165
918	24263	2138
919	24289	2112
920	24315	2085
921	24341	2059
922	24366	2032
923	24391	2006
924	24417	1979
925	24442	1953
926	24466	1926
927	24491	1900
928	24516	1873
929	24540	1847
930	24566	1820
931	24592	1794
932	24616	1767
933	24640	1741
934	24665	1714
935	24688	1688
936	24713	1661
937	24737	1635
938	24761	1608
939	24784	1582
940	24810	1555
941	24834	1529
942	24858	1502
943	24882	1476
944	24906	1449
945	24931	1423
946	24955	1396
947	24981	1370
948	25006	1343
949	25030	1317
950	25055	1290
951	25078	1264
952	25101	1237
953	25126	1211
954	25151	1185
955	25176	1158
956	25202	1132
957	25226	1105
958	25251	1079
959	25276	1053
960	25300	1026
961	25324	1000
962	25348	973
963	25373	947
964	25399	921
965	25424	894
966	25447	868
967	25471	842
968	25495	815
969	25521	789
970	25547	762
971	25571	736
972	25596	710
973	25620	683
974	25645	657
975	25669	631
976	25692	604
977	25717	578
978	25741	552
979	25772	525
980	25798	499
981	25826	473
982	25853	447
983	25880	420
984	25905	394
985	25928	368
986	25953	341
987	25978	315
988	26002	289
989	26026	262
990	26050	236
991	26074	210
992	26098	183
993	26123	157
994	26147	131
995	26175	105
996	26199	78
997	26227	52
998	26251	26
999	26275	0
