iter	Passed	Remaining
647	1095	595
648	1097	593
649	1098	591
650	1100	589
651	1101	588
652	1103	586
653	1104	584
654	1106	582
655	1107	580
656	1108	578
657	1109	576
658	1111	575
659	1112	573
660	1114	571
661	1115	569
662	1117	568
663	1119	566
664	1120	564
665	1122	562
666	1123	560
667	1125	559
668	1126	557
669	1128	555
670	1129	554
671	1132	552
672	1133	550
673	1134	548
674	1136	547
675	1137	545
676	1139	543
677	1140	541
678	1141	539
679	1143	538
680	1146	536
681	1147	535
682	1148	533
683	1150	531
684	1151	529
685	1153	527
686	1154	525
687	1155	524
688	1156	522
689	1158	520
690	1160	519
691	1162	517
692	1163	515
693	1165	513
694	1166	511
695	1167	510
696	1169	508
697	1170	506
698	1171	504
699	1173	502
700	1175	501
701	1176	499
702	1178	497
703	1179	495
704	1181	494
705	1182	492
706	1183	490
707	1185	488
708	1186	486
709	1187	485
710	1189	483
711	1191	481
712	1192	480
713	1194	478
714	1195	476
715	1196	474
716	1197	472
717	1199	471
718	1200	469
719	1201	467
720	1203	465
721	1205	463
722	1206	462
723	1207	460
724	1209	458
725	1210	456
726	1212	455
727	1213	453
728	1215	451
729	1216	450
730	1218	448
731	1220	446
732	1222	445
733	1223	443
734	1225	441
735	1226	440
736	1228	438
737	1230	436
738	1232	435
739	1234	433
740	1235	431
741	1237	430
742	1238	428
743	1240	426
744	1242	425
745	1243	423
746	1245	421
747	1247	420
748	1249	418
749	1251	417
750	1253	415
751	1254	413
752	1256	412
753	1258	410
754	1259	408
755	1261	407
756	1263	405
757	1265	403
758	1266	402
759	1268	400
760	1270	398
761	1271	397
762	1273	395
763	1274	393
764	1276	391
765	1278	390
766	1280	388
767	1281	387
768	1283	385
769	1285	383
770	1286	382
771	1287	380
772	1289	378
773	1291	377
774	1293	375
775	1295	373
776	1296	372
777	1298	370
778	1299	368
779	1301	367
780	1303	365
781	1305	363
782	1307	362
783	1309	360
784	1311	359
785	1313	357
786	1314	355
787	1316	354
788	1317	352
789	1319	350
790	1320	349
791	1322	347
792	1324	345
793	1326	344
794	1327	342
795	1329	340
796	1330	338
797	1332	337
798	1334	335
799	1336	334
800	1338	332
801	1340	330
802	1341	329
803	1343	327
804	1344	325
805	1346	324
806	1348	322
807	1349	320
808	1352	319
809	1353	317
810	1355	315
811	1356	314
812	1358	312
813	1359	310
814	1361	309
815	1363	307
816	1364	305
817	1366	304
818	1368	302
819	1369	300
820	1370	298
821	1372	297
822	1373	295
823	1375	293
824	1376	291
825	1377	290
826	1379	288
827	1381	286
828	1382	285
829	1384	283
830	1386	281
831	1387	280
832	1388	278
833	1390	276
834	1391	275
835	1393	273
836	1394	271
837	1396	269
838	1398	268
839	1399	266
840	1401	264
841	1402	263
842	1403	261
843	1405	259
844	1406	258
845	1407	256
846	1409	254
847	1411	253
848	1413	251
849	1414	249
850	1416	247
851	1417	246
852	1419	244
853	1420	242
854	1421	241
855	1423	239
856	1424	237
857	1426	236
858	1427	234
859	1429	232
860	1430	230
861	1431	229
862	1433	227
863	1434	225
864	1436	224
865	1437	222
866	1439	220
867	1441	219
868	1442	217
869	1444	215
870	1445	214
871	1447	212
872	1448	210
873	1450	209
874	1451	207
875	1453	205
876	1454	204
877	1456	202
878	1457	200
879	1459	199
880	1461	197
881	1462	195
882	1463	193
883	1465	192
884	1466	190
885	1468	188
886	1470	187
887	1471	185
888	1473	183
889	1474	182
890	1475	180
891	1477	178
892	1478	177
893	1479	175
894	1482	173
895	1486	172
896	1488	170
897	1490	169
898	1491	167
899	1493	165
900	1494	164
901	1496	162
902	1497	160
903	1499	159
904	1500	157
905	1502	155
906	1504	154
907	1505	152
908	1506	150
909	1508	149
910	1510	147
911	1511	145
912	1514	144
913	1515	142
914	1517	140
915	1518	139
916	1520	137
917	1521	135
918	1523	134
919	1524	132
920	1526	130
921	1528	129
922	1530	127
923	1531	125
924	1533	124
925	1534	122
926	1536	120
927	1537	119
928	1539	117
929	1540	115
930	1542	114
931	1544	112
932	1546	111
933	1547	109
934	1549	107
935	1550	106
936	1552	104
937	1553	102
938	1555	101
939	1557	99
940	1559	97
941	1560	96
942	1561	94
943	1563	92
944	1565	91
945	1567	89
946	1568	87
947	1569	86
948	1572	84
949	1574	82
950	1576	81
951	1578	79
952	1579	77
953	1581	76
954	1582	74
955	1584	72
956	1585	71
957	1588	69
958	1589	67
959	1590	66
960	1593	64
961	1594	63
962	1596	61
963	1597	59
964	1606	58
965	1607	56
966	1608	54
967	1610	53
968	1611	51
969	1613	49
970	1614	48
971	1615	46
972	1618	44
973	1620	43
974	1621	41
975	1623	39
976	1625	38
977	1626	36
978	1628	34
979	1629	33
980	1631	31
981	1632	29
982	1634	28
983	1635	26
984	1637	24
985	1638	23
986	1640	21
987	1641	19
988	1643	18
989	1644	16
990	1645	14
991	1647	13
992	1649	11
993	1650	9
994	1652	8
995	1653	6
996	1655	4
997	1656	3
998	1657	1
999	1659	0
